grouping,pulled_from_neshap,pulled_from_proposed,is_direct_mechanical,entity,Utility ID,Utility Name,Plant Code,Plant Name,State,County,X_COORDINATE,Y_COORDINATE,Generator ID,Turbine Make,Turbine Model,Permit Emission Controls,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Status,Associated with Combined Heat and Power System,Sector Name,Sector,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Turbines or Hydrokinetic Buoys,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Solid Fuel Gasification System?,Carbon Capture Technology?,Multiple Fuels?,Switch Between Oil and Natural Gas?,Cofire Fuels?,Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Topping or Bottoming,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Time from Cold Shutdown to Full Load,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year
Other,FALSE,FALSE,FALSE,Commercial,19588,University of Michigan,50431,University of Michigan,MI,Washtenaw,-83.7382392892125,42.2771132181519,CT6,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,,,15.5,0.8,15.5,16,OP,Y,Commercial CHP,5,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,N,3,N,,,X,3,2022,,,T,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,61395,"Indeck Niles, LLC",55460,Indeck Niles Energy Center,MI,Cass,-86.2241607315582,41.8580589445626,CT1,,,,Natural Gas Fired Combined Cycle,CT,INEC,J,X,N,2156111015,2156111015,386.8,0.85,358.4,375.4,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,110,N,,,X,7,2022,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,61395,"Indeck Niles, LLC",55460,Indeck Niles Energy Center,MI,Cass,-86.2241607315582,41.8580589445626,CT2,,,,Natural Gas Fired Combined Cycle,CT,INEC,J,X,N,2156111016,2156111016,386.8,0.85,358.4,375.4,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,110,N,,,X,7,2022,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,5109,DTE Electric Company,62192,Blue Water Energy Center,MI,St Clair,-82.4790849180269,42.7747515689589,11,,,,Natural Gas Fired Combined Cycle,CT,BWEC,S,X,N,,,394.4,0.85,359,375.6,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,,150,N,,,X,6,2022,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,5109,DTE Electric Company,62192,Blue Water Energy Center,MI,St Clair,-82.4790849180269,42.7747515689589,12,,,,Natural Gas Fired Combined Cycle,CT,BWEC,S,X,N,,,394.4,0.85,359,375.6,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,,150,N,,,X,6,2022,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Municipal,56155,Lansing Board of Water and Light,63259,Delta Energy Park,MI,Eaton,-84.5578065315205,42.7184195346955,DEPC2,,,,Natural Gas Fired Combined Cycle,CT,804,S,X,Y,CONS.LANS,CONS.LANS,58,0.85,48.3,58,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,,35,N,,,X,3,2022,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Municipal,56155,Lansing Board of Water and Light,63259,Delta Energy Park,MI,Eaton,-84.5578065315205,42.7184195346955,DEPC3,,,,Natural Gas Fired Combined Cycle,CT,805,S,X,Y,CONS.LANS,CONS.LANS,58,0.85,48.3,58,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,,35,N,,,X,3,2022,,,X,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Commercial,59218,East. Michigan Univ. Heating Plant,59452,East. Michigan Univ. Heating Plant,MI,Washtenaw,-83.6240688018749,42.250699291477,COGN2,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,7.8,0.8,6.8,6.8,OP,Y,Commercial CHP,5,NG,,,,,,,,,,,N,,,N,N,N,N,N,4,N,,,X,1,2018,,,T,NG,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Municipal,56155,Lansing Board of Water and Light,63259,Delta Energy Park,MI,Eaton,-84.5578065315205,42.7184195346955,DEPS1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,CONS.LANS,CONS.LANS,58,0.85,46.3,57.1,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,,35,N,,,X,3,2022,,,X,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,64730,"Flint Hills Resources Pine Bend, LLC",65405,"Flint Hills Resources Pine Bend, LLC",MN,Dakota,-93.0363394658268,44.7670408473545,STG,,,,Natural Gas Fired Combined Cycle,CA,CHP1,S,Y,X,,,12.9,0.85,10.3,7.9,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,N,N,N,N,N,3,N,,,X,5,2019,,,T,NG,,,,12H,,,,,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Industrial,64730,"Flint Hills Resources Pine Bend, LLC",65405,"Flint Hills Resources Pine Bend, LLC",MN,Dakota,-93.0363394658268,44.7670408473545,STG,,,,Natural Gas Fired Combined Cycle,CA,CHP1,S,Y,X,,,12.9,0.85,10.3,7.9,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,N,N,N,N,N,3,N,,,X,5,2019,,,T,NG,,,,12H,,,,,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63705,"MEC Holdings, LLC",56104,Mankato Energy Center,MN,Blue Earth,-94.0028140449452,44.1985388612655,CTG1,,,,Natural Gas Fired Combined Cycle,CT,MKST,S,X,N,,,188.7,0.85,187,210,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,120,N,,,X,6,2019,,,X,NG,,,,12H,,,,,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Industrial,64730,"Flint Hills Resources Pine Bend, LLC",65405,"Flint Hills Resources Pine Bend, LLC",MN,Dakota,-93.0363394658268,44.7670408473545,CTG,,,,Natural Gas Fired Combined Cycle,CT,CHP1,S,X,N,,,60.5,0.85,39.6,42,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,N,N,N,N,N,21,N,,,X,5,2019,,,T,,,,,12H,,,,,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Industrial,64730,"Flint Hills Resources Pine Bend, LLC",65405,"Flint Hills Resources Pine Bend, LLC",MN,Dakota,-93.0363394658268,44.7670408473545,CTG,,,,Natural Gas Fired Combined Cycle,CT,CHP1,S,X,N,,,60.5,0.85,39.6,42,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,N,N,N,N,N,21,N,,,X,5,2019,,,T,,,,,12H,,,,,,,,,,,,,,N,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,13781,Northern States Power Co - Minnesota,1904,Black Dog,MN,Dakota,-93.2520539892357,44.8104426763204,6-1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,NSP.BLKDO6,NSP BLK_DOG BLK_DO_6_UNIT,238,0.85,212,228,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,60,N,,,X,4,2018,12,2058,X,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,61499,Georgia-Pacific Wood Products LLC,61927,Georgia-Pacific Taylorsville Plywood,MS,Smith,-89.4694809454408,31.838442386703,CTG1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,7.2,0.8,6.2,8.2,OP,Y,Industrial CHP,7,NG,,,,,,0,,,,,,,,N,N,N,N,N,2.8,N,,,X,7,2018,,,T,,,,,1H,,,,,,,,,,,,,,N,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,12685,Entergy Mississippi LLC,55218,Hinds Energy Facility,MS,Hinds,-90.2215773877493,32.3849668527057,H04BS,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,49.1,0.85,27.4,33.4,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,,,17,N,,,X,1,2020,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,59123,"Carolina Power Partners, LLC",59325,Kings Mountain Energy Center,NC,Cleveland,-81.3613798318286,35.2032446394408,KMEC2,,,,Natural Gas Fired Combined Cycle,CA,KMEC,S,Y,X,,,233.7,0.85,227,208,OP,N,IPP Non-CHP,2,NG,,,,,,0,,,,,N,,,N,N,N,N,N,93,N,,,X,8,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,3046,Duke Energy Progress - (NC),2706,Asheville,NC,Buncombe,-82.5432842116885,35.4668644971078,ST6,,,,Natural Gas Fired Combined Cycle,CA,CC1,S,N,X,,,102.8,0.85,85,90,OP,N,Electric Utility,1,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,N,85,N,,,X,12,2019,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,3046,Duke Energy Progress - (NC),2706,Asheville,NC,Buncombe,-82.5432842116885,35.4668644971078,ST8,,,,Natural Gas Fired Combined Cycle,CA,CC2,S,N,X,,,102.8,0.85,85,90,OP,N,Electric Utility,1,NG,DFO,,,,,,,,,,,,,,,Y,Y,N,85,N,,,X,4,2020,,,X,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,59123,"Carolina Power Partners, LLC",59325,Kings Mountain Energy Center,NC,Cleveland,-81.3613798318286,35.2032446394408,KMEC1,,,,Natural Gas Fired Combined Cycle,CT,KMEC,S,X,N,,,310.2,0.85,259,305,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,N,,,,N,N,N,N,N,107,N,,,X,8,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,3046,Duke Energy Progress - (NC),2706,Asheville,NC,Buncombe,-82.5432842116885,35.4668644971078,CT5,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,191.2,0.85,163,190,OP,N,Electric Utility,1,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,N,158,N,,,X,12,2019,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,3046,Duke Energy Progress - (NC),2706,Asheville,NC,Buncombe,-82.5432842116885,35.4668644971078,CT7,,,,Natural Gas Fired Combined Cycle,CT,CC2,S,X,Y,,,191.2,0.85,161,190,OP,N,Electric Utility,1,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,N,158,N,,,X,1,2020,,,X,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,State,61292,"NC State University, Energy Systems",61675,NCSU CCUP Cogeneration Plant,NC,Wake,-78.6733225318069,35.7753622368396,CTG1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,5.6,0.8,5.3,5.6,OP,Y,Commercial CHP,5,NG,DFO,,,,,,,,,,,,,,N,Y,Y,N,3,N,,,X,2,2019,,,T,,,,,1H,,,,,,,,,,,,,,N,,
Electric Utility,FALSE,FALSE,FALSE,Cooperative,1307,Basin Electric Power Coop,57943,Lonesome Creek Station,ND,McKenzie,-103.577297188957,47.7964945058525,06,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,WAUELONESMCKUNG6_UNIT_RA,WAUE.BEPM.LCS6,60.5,0.85,40,45,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,,,15,N,,,X,10,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,65391,Sewaren Generating Station,2411,PSEG Sewaren Generating Station,NJ,Middlesex,-74.0977946657059,40.737837802048404,702,,,,Natural Gas Fired Combined Cycle,CA,CC7,S,Y,X,1379266906,SEWAREN7 18KV,244,0.85,200,200,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,85,N,,,X,6,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,65391,Sewaren Generating Station,2411,PSEG Sewaren Generating Station,NJ,Middlesex,-74.0977946657059,40.737837802048404,701,,,,Natural Gas Fired Combined Cycle,CT,CC7,S,X,N,1379266905,SEWAREN7 25KV,365.5,0.85,338,338,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,,,,,N,Y,Y,N,150,N,,,X,6,2018,,,X,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56267,Bayonne Energy Center LLC,56964,Bayonne Energy Center,NJ,Hudson,-74.0923300739375,40.6532189941675,GT10,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,323750,66,0.85,62.6,65.2,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,N,40,N,,,X,5,2018,,,X,,,,,10M,,,,,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56267,Bayonne Energy Center LLC,56964,Bayonne Energy Center,NJ,Hudson,-74.0923300739375,40.6532189941675,GT9,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,323749,66,0.85,61.3,65.2,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,N,40,N,,,X,5,2018,,,X,,,,,10M,,,,,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Industrial,2265,Bristol-Myers Squibb Co,58947,Bristol Myers Squibb Lawrenceville,NJ,Mercer,-74.706405618133,40.321420972341,TG102,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,5.6,0.8,5.4,5.8,OP,Y,IPP CHP,3,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,,2.8,N,,,X,6,2021,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56204,"CPV Valley, LLC",56940,CPV Valley Energy Center,NY,Orange,-74.4380944609628,41.4072310000986,STG,,,,Natural Gas Fired Combined Cycle,CA,G921,S,Y,X,Hudson Val-G,Hudson Val-G,300,0.96,290.5,305.2,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,N,,,N,N,N,N,N,158.6,N,,,X,5,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,Dutchess,-73.5795974027299,41.6751791620998,U001,,,,Natural Gas Fired Combined Cycle,CA,CCG1,W,Y,X,,,174.2,0.85,143.3,150.3,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,,N,,,X,4,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,Dutchess,-73.5795974027299,41.6751791620998,U002,,,,Natural Gas Fired Combined Cycle,CA,CCG2,W,Y,X,,,174.2,0.85,143.3,150.3,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,,N,N,N,,N,,,X,4,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,Dutchess,-73.5795974027299,41.6751791620998,U003,,,,Natural Gas Fired Combined Cycle,CA,CCG3,W,Y,X,,,174.2,0.85,143.3,150.3,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,,N,N,N,,N,,,X,4,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56204,"CPV Valley, LLC",56940,CPV Valley Energy Center,NY,Orange,-74.4380944609628,41.4072310000986,CTG1,,,,Natural Gas Fired Combined Cycle,CT,G921,S,X,N,Hudson Val-G,Hudson Val-G,235,0.85,180.6,216.8,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,N,,,N,N,Y,Y,N,124.2,N,,,X,5,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56204,"CPV Valley, LLC",56940,CPV Valley Energy Center,NY,Orange,-74.4380944609628,41.4072310000986,CTG2,,,,Natural Gas Fired Combined Cycle,CT,G921,S,X,N,Hudson Val-G,Hudson Val-G,235,0.85,180.6,216.8,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,N,,,N,N,Y,Y,N,124.2,N,,,X,5,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,Dutchess,-73.5795974027299,41.6751791620998,U004,,,,Natural Gas Fired Combined Cycle,CT,CCG1,W,X,N,,,263.3,0.85,195.4,229.1,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,4,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,Dutchess,-73.5795974027299,41.6751791620998,U005,,,,Natural Gas Fired Combined Cycle,CT,CCG2,W,X,N,,,263.3,0.85,195.4,229.1,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,4,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,Dutchess,-73.5795974027299,41.6751791620998,U006,,,,Natural Gas Fired Combined Cycle,CT,CCG3,W,X,N,,,263.3,0.85,195.4,229.1,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,4,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Commercial,59219,Albany Medical Center,59453,Albany Medical Ctr Cogen Plant,NY,Albany,-73.7771986450699,42.6475267708292,GTG1A,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,4.3,0.8,4,4.4,OP,Y,Commercial CHP,5,NG,,,,,,,,,,,,,,,N,N,,,4,N,,,X,6,2020,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,59124,"Ohio Power Partners, LLC",59326,Middletown Energy Center,OH,Butler,-84.3486892503376,39.4642060524827,MEC2,,,,Natural Gas Fired Combined Cycle,CA,MCC1,S,Y,X,1869196082,1869196082,233.7,0.85,215.6,225,OP,N,IPP Non-CHP,2,NG,,,,,,0,,,,,N,,,N,N,N,N,N,11,N,,,X,5,2018,,,X,NG,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60170,"Clean Energy Future-Lordstown, LLC",60376,"Clean Energy Future-Lordstown, LLC",OH,Trumbull,-80.8518633315889,41.1490761348939,STG1,,,,Natural Gas Fired Combined Cycle,CA,CC01,S,Y,X,PJM,PJM,340,0.85,321.6,328.5,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,136,N,,,X,10,2018,,,X,,,,,12H,2,0,4,2023,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60131,"South Field Energy, LLC",60356,South Field Energy,OH,Columbiana,-80.6828370181196,40.6405630245093,SFST1,,,,Natural Gas Fired Combined Cycle,CA,UNT1,S,Y,X,,,260.8,0.85,260.8,260.8,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,,,,,,N,N,,100,N,,,X,8,2021,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60131,"South Field Energy, LLC",60356,South Field Energy,OH,Columbiana,-80.6828370181196,40.6405630245093,SFST2,,,,Natural Gas Fired Combined Cycle,CA,UNT2,S,Y,X,,,260.8,0.85,260.8,260.8,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,,,,,,N,N,,100,N,,,X,10,2021,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,61762,Long Ridge Energy Generation LLC,61322,Long Ridge Energy Generation,OH,Monroe,-80.8492324645053,39.7037270676843,HPPP1,,,,Natural Gas Fired Combined Cycle,CS,,S,N,N,2156111333,2156111333,521.9,0.85,485,485,OP,N,IPP Non-CHP,2,NG,H2,,,,,,,,,,,,,N,N,Y,N,Y,190,N,,,X,10,2021,,,X,,,,,12H,20,20,7,2026,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,59124,"Ohio Power Partners, LLC",59326,Middletown Energy Center,OH,Butler,-84.3486892503376,39.4642060524827,MEC1,,,,Natural Gas Fired Combined Cycle,CT,MCC1,S,X,N,1869196085,1869196085,310.2,0.85,248,279.9,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,100.8,N,,,X,5,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60170,"Clean Energy Future-Lordstown, LLC",60376,"Clean Energy Future-Lordstown, LLC",OH,Trumbull,-80.8518633315889,41.1490761348939,CTG1,,,,Natural Gas Fired Combined Cycle,CT,CC01,S,X,N,PJM,PJM,311,0.85,267.3,308.1,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,121,Y,7,2022,X,10,2018,,,X,,,,,1H,6,0,4,2023,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60170,"Clean Energy Future-Lordstown, LLC",60376,"Clean Energy Future-Lordstown, LLC",OH,Trumbull,-80.8518633315889,41.1490761348939,CTG2,,,,Natural Gas Fired Combined Cycle,CT,CC01,S,X,N,PJM,PJM,311,0.85,267.7,308.3,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,121,Y,7,2022,X,10,2018,,,X,,,,,1H,6,0,4,2023,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60131,"South Field Energy, LLC",60356,South Field Energy,OH,Columbiana,-80.6828370181196,40.6405630245093,SFCT1,,,,Natural Gas Fired Combined Cycle,CT,UNT1,S,X,Y,,,344.4,0.85,344.4,344.4,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,,,,,,N,N,,250,N,,,X,8,2021,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60131,"South Field Energy, LLC",60356,South Field Energy,OH,Columbiana,-80.6828370181196,40.6405630245093,SFCT2,,,,Natural Gas Fired Combined Cycle,CT,UNT2,S,X,Y,,,344.4,0.85,344.4,344.4,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,,,,,,N,N,,250,N,,,X,10,2021,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60162,"Hummel Station, LLC",60368,Hummel Station LLC,PA,Snyder,-76.8258767316022,40.839314803929,STG,,,,Natural Gas Fired Combined Cycle,CA,HUM1,S,Y,X,Sunbury 500KV,Sunbury 500KV,460,0.85,419.5,402.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,105,N,,,X,6,2018,,,X,NG,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60249,"Tenaska Pennsylvania Partners, LLC",60464,Tenaska Westmoreland Generating Station,PA,Westmoreland,-79.7087962739575,40.1808938959022,STG1,,,,Natural Gas Fired Combined Cycle,CA,STG1,J,Y,X,1356163094,1356163094,394,0.85,371,375,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,90,N,,,X,12,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,York,-76.3066421893212,39.7385397208197,STG2,,,,Natural Gas Fired Combined Cycle,CA,CCB2,S,Y,X,DLTAPLNT,DLTAPLNT,419.6,0.9,395.1,396.9,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,N,,,N,N,Y,Y,N,,N,,,X,3,2019,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60350,"CPV Fairview, LLC",60589,CPV Fairview Energy Center,PA,Cambria,-78.857223504638,40.414702124487,GEN3,,,,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,,,453,0.85,387.2,398.9,OP,N,IPP Non-CHP,2,NG,OG,,,,,,,,,,,,,N,N,Y,N,N,115,N,,,X,12,2019,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,10273,Kimberly-Clark Corp,50410,Chester Operations,PA,Delaware,-75.3545667893167,39.8450684603815,6A,,,,Natural Gas Fired Combined Cycle,CA,6000,S,Y,X,,,17.3,0.92,14.1,16.3,OP,Y,Industrial CHP,7,NG,,,,,,0,,,,,,,,N,N,N,N,N,6.5,N,,,X,8,2020,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,10273,Kimberly-Clark Corp,50410,Chester Operations,PA,Delaware,-75.3545667893167,39.8450684603815,7A,,,,Natural Gas Fired Combined Cycle,CA,7000,S,Y,X,,,17.3,0.92,14.1,16.3,OP,Y,Industrial CHP,7,NG,,,,,,0,,,,,,,,N,N,N,,N,6.5,N,,,X,8,2020,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60659,"Hickory Run Energy, LLC",61028,Hickory Run Energy Station,PA,Lawrence,-80.4291813892682,40.9942849863762,STG1,,,,Natural Gas Fired Combined Cycle,CA,HRES,S,Y,X,HICRUNEC22 KV 1S STG,,443.7,0.85,425.3,436.3,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,195,N,,,X,5,2020,,,X,,,,,12H,,,,,,,,,,,,,,N,,
